ENTIDAD,Mes,Precipitacion,Año
CHIAPAS,1,82.53000000000002,2015
CHIHUAHUA,1,38.15,2015
CIUDAD DE MÉXICO,1,0.25,2015
DURANGO,1,32.22,2015
GUANAJUATO,1,4.58,2015
GUERRERO,1,0.34,2015
HIDALGO,1,19.410000000000004,2015
JALISCO,1,6.540000000000001,2015
ESTADO DE MÉXICO,1,1.7600000000000002,2015
MICHOACÁN,1,1.5100000000000002,2015
MORELOS,1,0.27,2015
NAYARIT,1,42.16,2015
NUEVO LEÓN,1,24.860000000000007,2015
OAXACA,1,19.17,2015
PUEBLA,1,30.570000000000004,2015
QUERÉTARO,1,8.959999999999999,2015
QUINTANA ROO,1,73.64000000000003,2015
SAN LUIS POTOSÍ,1,23.600000000000005,2015
SINALOA,1,29.509999999999998,2015
SONORA,1,54.330000000000005,2015
TABASCO,1,294.18,2015
TAMAULIPAS,1,26.819999999999997,2015
TLAXCALA,1,8.059999999999999,2015
VERACRUZ,1,79.60000000000002,2015
YUCATÁN,1,46.87000000000002,2015
ZACATECAS,1,19.519999999999996,2015
AGUASCALIENTES,2,32.69999999999999,2015
BAJA CALIFORNIA,2,14.629999999999999,2015
BAJA CALIFORNIA SUR,2,16.76,2015
CAMPECHE,2,32.11,2015
COAHUILA,2,28.660000000000004,2015
COLIMA,2,129.12000000000003,2015
CHIAPAS,2,30.970000000000006,2015
CHIHUAHUA,2,29.530000000000005,2015
CIUDAD DE MÉXICO,2,2.8800000000000003,2015
DURANGO,2,37.12,2015
GUANAJUATO,2,12.109999999999996,2015
GUERRERO,2,3.0199999999999996,2015
HIDALGO,2,15.9,2015
JALISCO,2,42.24,2015
ESTADO DE MÉXICO,2,11.439999999999994,2015
MICHOACÁN,2,17.889999999999997,2015
MORELOS,2,2.9799999999999995,2015
NAYARIT,2,82.86000000000001,2015
NUEVO LEÓN,2,33.17,2015
OAXACA,2,5.209999999999999,2015
PUEBLA,2,10.919999999999995,2015
QUERÉTARO,2,14.92,2015
QUINTANA ROO,2,40.97000000000001,2015
SAN LUIS POTOSÍ,2,21.23,2015
SINALOA,2,33.32999999999999,2015
SONORA,2,18.540000000000003,2015
TABASCO,2,79.00999999999999,2015
TAMAULIPAS,2,19.409999999999997,2015
TLAXCALA,2,4.259999999999999,2015
VERACRUZ,2,20.919999999999998,2015
YUCATÁN,2,43.52999999999999,2015
ZACATECAS,2,47.95000000000001,2015
AGUASCALIENTES,3,90.84000000000002,2015
BAJA CALIFORNIA,3,37.38000000000001,2015
BAJA CALIFORNIA SUR,3,14.79,2015
CAMPECHE,3,82.64999999999999,2015
COAHUILA,3,71.50000000000003,2015
COLIMA,3,306.1099999999999,2015
CHIAPAS,3,52.879999999999995,2015
CHIHUAHUA,3,54.930000000000014,2015
CIUDAD DE MÉXICO,3,19.480000000000004,2015
DURANGO,3,74.55000000000003,2015
GUANAJUATO,3,126.53,2015
GUERRERO,3,42.099999999999994,2015
HIDALGO,3,93.88999999999999,2015
JALISCO,3,140.17000000000004,2015
ESTADO DE MÉXICO,3,61.47999999999999,2015
MICHOACÁN,3,158.67000000000004,2015
MORELOS,3,63.05000000000001,2015
NAYARIT,3,88.33000000000003,2015
NUEVO LEÓN,3,84.72999999999999,2015
OAXACA,3,30.439999999999998,2015
PUEBLA,3,92.80000000000001,2015
QUERÉTARO,3,110.13000000000001,2015
QUINTANA ROO,3,43.21000000000001,2015
SAN LUIS POTOSÍ,3,99.58,2015
SINALOA,3,35.019999999999996,2015
SONORA,3,40.93,2015
TABASCO,3,156.25,2015
TAMAULIPAS,3,81.09,2015
TLAXCALA,3,63.51000000000001,2015
VERACRUZ,3,98.79,2015
YUCATÁN,3,32.47,2015
ZACATECAS,3,79.33999999999999,2015
AGUASCALIENTES,4,8.389999999999999,2015
BAJA CALIFORNIA,4,6.249999999999999,2015
BAJA CALIFORNIA SUR,4,8.22,2015
CAMPECHE,4,25.989999999999995,2015
COAHUILA,4,34.1,2015
COLIMA,4,0.7300000000000001,2015
CHIAPAS,4,80.64,2015
CHIHUAHUA,4,20.380000000000006,2015
CIUDAD DE MÉXICO,4,8.27,2015
DURANGO,4,12.79,2015
GUANAJUATO,4,16.67,2015
GUERRERO,4,2.5900000000000007,2015
HIDALGO,4,43.56000000000001,2015
JALISCO,4,7.269999999999999,2015
ESTADO DE MÉXICO,4,15.919999999999996,2015
MICHOACÁN,4,7.5299999999999985,2015
MORELOS,4,10.059999999999999,2015
NAYARIT,4,2.8599999999999994,2015
NUEVO LEÓN,4,80.86,2015
OAXACA,4,32.13,2015
PUEBLA,4,45.61,2015
QUERÉTARO,4,28.270000000000003,2015
QUINTANA ROO,4,18.44,2015
SAN LUIS POTOSÍ,4,37.30000000000001,2015
SINALOA,4,13.059999999999997,2015
SONORA,4,17.680000000000007,2015
TABASCO,4,86.19,2015
TAMAULIPAS,4,74.52999999999999,2015
TLAXCALA,4,30.439999999999998,2015
VERACRUZ,4,50.41000000000001,2015
YUCATÁN,4,11.089999999999998,2015
ZACATECAS,4,12.799999999999999,2015
AGUASCALIENTES,5,31.74,2015
BAJA CALIFORNIA,5,22.080000000000002,2015
BAJA CALIFORNIA SUR,5,2.19,2015
CAMPECHE,5,71.1,2015
COAHUILA,5,80.07000000000002,2015
COLIMA,5,25.369999999999997,2015
CHIAPAS,5,126.93,2015
CHIHUAHUA,5,7.170000000000001,2015
CIUDAD DE MÉXICO,5,69.61,2015
DURANGO,5,8.649999999999999,2015
GUANAJUATO,5,100.41000000000001,2015
GUERRERO,5,111.92000000000002,2015
HIDALGO,5,67.63999999999999,2015
JALISCO,5,42.7,2015
ESTADO DE MÉXICO,5,128.65,2015
MICHOACÁN,5,75.37,2015
MORELOS,5,155.63,2015
NAYARIT,5,8.79,2015
NUEVO LEÓN,5,126.41000000000001,2015
OAXACA,5,69.46,2015
PUEBLA,5,124.15000000000002,2015
QUERÉTARO,5,94.08,2015
QUINTANA ROO,5,21.979999999999997,2015
SAN LUIS POTOSÍ,5,108.47000000000001,2015
SINALOA,5,4.87,2015
SONORA,5,2.759999999999999,2015
TABASCO,5,80.87,2015
TAMAULIPAS,5,151.38000000000002,2015
TLAXCALA,5,133.81,2015
VERACRUZ,5,70.4,2015
YUCATÁN,5,31.939999999999998,2015
ZACATECAS,5,28.75,2015
AGUASCALIENTES,6,202.82999999999998,2015
BAJA CALIFORNIA,6,17.93,2015
BAJA CALIFORNIA SUR,6,38.82,2015
CAMPECHE,6,157.76999999999998,2015
COAHUILA,6,74.15,2015
COLIMA,6,172.61999999999998,2015
CHIAPAS,6,206.94000000000003,2015
CHIHUAHUA,6,83.36,2015
CIUDAD DE MÉXICO,6,74.11000000000001,2015
DURANGO,6,103.84000000000002,2015
GUANAJUATO,6,143.6,2015
GUERRERO,6,141.99,2015
HIDALGO,6,85.08999999999999,2015
JALISCO,6,183.15000000000003,2015
ESTADO DE MÉXICO,6,128.06000000000003,2015
MICHOACÁN,6,132.43,2015
MORELOS,6,262.08000000000004,2015
NAYARIT,6,145.08,2015
NUEVO LEÓN,6,89.69999999999999,2015
OAXACA,6,173.23000000000005,2015
PUEBLA,6,164.57000000000002,2015
QUERÉTARO,6,128.89999999999998,2015
QUINTANA ROO,6,270.48,2015
SAN LUIS POTOSÍ,6,129.45,2015
SINALOA,6,81.21000000000001,2015
SONORA,6,75.75,2015
TABASCO,6,236.97999999999996,2015
TAMAULIPAS,6,127.04000000000002,2015
TLAXCALA,6,141.37,2015
VERACRUZ,6,152.01999999999998,2015
YUCATÁN,6,137.47000000000003,2015
ZACATECAS,6,167.53,2015
AGUASCALIENTES,7,147.97999999999993,2015
BAJA CALIFORNIA,7,20.2,2015
BAJA CALIFORNIA SUR,7,51.160000000000004,2015
CAMPECHE,7,78.67999999999998,2015
COAHUILA,7,48.989999999999995,2015
COLIMA,7,207.22,2015
CHIAPAS,7,134.66,2015
CHIHUAHUA,7,138.46,2015
CIUDAD DE MÉXICO,7,94.09,2015
DURANGO,7,108.3,2015
GUANAJUATO,7,142.04,2015
GUERRERO,7,147.54999999999995,2015
HIDALGO,7,70.29999999999998,2015
JALISCO,7,179.88,2015
ESTADO DE MÉXICO,7,140.98000000000002,2015
MICHOACÁN,7,163.92000000000002,2015
MORELOS,7,163.11000000000004,2015
NAYARIT,7,202.92,2015
NUEVO LEÓN,7,21.54,2015
OAXACA,7,157.99000000000004,2015
PUEBLA,7,132.65,2015
QUERÉTARO,7,96.87000000000002,2015
QUINTANA ROO,7,42.45000000000001,2015
SAN LUIS POTOSÍ,7,73.67999999999999,2015
SINALOA,7,201.27000000000007,2015
SONORA,7,131.22000000000006,2015
TABASCO,7,92.17,2015
TAMAULIPAS,7,42.550000000000004,2015
TLAXCALA,7,106.41999999999997,2015
VERACRUZ,7,148.93999999999997,2015
YUCATÁN,7,72.63000000000002,2015
ZACATECAS,7,99.74999999999999,2015
AGUASCALIENTES,8,93.2,2015
BAJA CALIFORNIA,8,18.590000000000003,2015
BAJA CALIFORNIA SUR,8,36.89999999999999,2015
CAMPECHE,8,203.46,2015
COAHUILA,8,32.620000000000005,2015
COLIMA,8,220.38,2015
CHIAPAS,8,196.49,2015
CHIHUAHUA,8,97.17000000000003,2015
CIUDAD DE MÉXICO,8,79.15000000000002,2015
DURANGO,8,72.94,2015
GUANAJUATO,8,102.17999999999999,2015
GUERRERO,8,149.60000000000005,2015
HIDALGO,8,67.4,2015
JALISCO,8,135.60000000000002,2015
ESTADO DE MÉXICO,8,116.98999999999998,2015
MICHOACÁN,8,118.23,2015
MORELOS,8,257.9,2015
NAYARIT,8,232.53000000000006,2015
NUEVO LEÓN,8,42.89,2015
OAXACA,8,122.52999999999997,2015
PUEBLA,8,132.92999999999998,2015
QUERÉTARO,8,85.02000000000001,2015
QUINTANA ROO,8,95.88000000000001,2015
SAN LUIS POTOSÍ,8,79.06000000000002,2015
SINALOA,8,255.49,2015
SONORA,8,118.74000000000002,2015
TABASCO,8,193.5,2015
TAMAULIPAS,8,76.75,2015
TLAXCALA,8,73.50000000000001,2015
VERACRUZ,8,156.58,2015
YUCATÁN,8,158.27999999999997,2015
ZACATECAS,8,71.02000000000002,2015
AGUASCALIENTES,9,83.40000000000003,2015
BAJA CALIFORNIA,9,41.589999999999996,2015
BAJA CALIFORNIA SUR,9,104.55999999999999,2015
CAMPECHE,9,184.17000000000002,2015
COAHUILA,9,36.73000000000001,2015
COLIMA,9,240.88,2015
CHIAPAS,9,341.07,2015
CHIHUAHUA,9,74.08,2015
CIUDAD DE MÉXICO,9,114.28,2015
DURANGO,9,87.01999999999998,2015
GUANAJUATO,9,112.82000000000002,2015
GUERRERO,9,234.17000000000002,2015
HIDALGO,9,97.48000000000002,2015
JALISCO,9,160.38000000000002,2015
ESTADO DE MÉXICO,9,168.15,2015
MICHOACÁN,9,130.38,2015
MORELOS,9,295.45,2015
NAYARIT,9,360.21999999999986,2015
NUEVO LEÓN,9,64.77999999999999,2015
OAXACA,9,176.23999999999998,2015
PUEBLA,9,236.04000000000002,2015
QUERÉTARO,9,96.26,2015
QUINTANA ROO,9,170.96,2015
SAN LUIS POTOSÍ,9,91.67,2015
SINALOA,9,213.18,2015
SONORA,9,116.26,2015
TABASCO,9,289.29,2015
TAMAULIPAS,9,115.06999999999996,2015
TLAXCALA,9,170.98000000000005,2015
VERACRUZ,9,201.29999999999998,2015
YUCATÁN,9,172.82000000000002,2015
ZACATECAS,9,89.32,2015
AGUASCALIENTES,10,106.64000000000001,2015
BAJA CALIFORNIA,10,18.280000000000005,2015
BAJA CALIFORNIA SUR,10,39.19,2015
CAMPECHE,10,197.60999999999999,2015
COAHUILA,10,70.37,2015
COLIMA,10,601.8599999999999,2015
CHIAPAS,10,247.05999999999995,2015
CHIHUAHUA,10,47.21000000000001,2015
CIUDAD DE MÉXICO,10,20.150000000000006,2015
DURANGO,10,70.0,2015
GUANAJUATO,10,64.53999999999999,2015
GUERRERO,10,127.58,2015
HIDALGO,10,59.66,2015
JALISCO,10,196.48999999999998,2015
ESTADO DE MÉXICO,10,57.309999999999995,2015
MICHOACÁN,10,164.61,2015
MORELOS,10,87.14999999999999,2015
NAYARIT,10,176.64,2015
NUEVO LEÓN,10,89.41,2015
OAXACA,10,115.73999999999998,2015
PUEBLA,10,113.89999999999996,2015
QUERÉTARO,10,60.44999999999999,2015
QUINTANA ROO,10,378.84,2015
SAN LUIS POTOSÍ,10,88.08999999999999,2015
SINALOA,10,116.12,2015
SONORA,10,33.699999999999996,2015
TABASCO,10,361.19,2015
TAMAULIPAS,10,132.93,2015
TLAXCALA,10,37.94,2015
VERACRUZ,10,259.28999999999996,2015
YUCATÁN,10,117.09,2015
ZACATECAS,10,92.41999999999999,2015
AGUASCALIENTES,11,8.25,2015
BAJA CALIFORNIA,11,20.029999999999998,2015
BAJA CALIFORNIA SUR,11,16.02,2015
CAMPECHE,11,123.57,2015
COAHUILA,11,15.08,2015
COLIMA,11,14.65,2015
CHIAPAS,11,150.27000000000004,2015
CHIHUAHUA,11,32.63999999999999,2015
CIUDAD DE MÉXICO,11,5.4099999999999975,2015
DURANGO,11,5.070000000000001,2015
GUANAJUATO,11,5.449999999999998,2015
GUERRERO,11,31.93,2015
HIDALGO,11,51.77000000000001,2015
JALISCO,11,16.14,2015
ESTADO DE MÉXICO,11,17.510000000000005,2015
MICHOACÁN,11,7.409999999999998,2015
MORELOS,11,28.320000000000004,2015
NAYARIT,11,34.38,2015
NUEVO LEÓN,11,20.14,2015
OAXACA,11,78.88000000000001,2015
PUEBLA,11,89.25000000000003,2015
QUERÉTARO,11,25.900000000000002,2015
QUINTANA ROO,11,224.82000000000005,2015
SAN LUIS POTOSÍ,11,34.81,2015
SINALOA,11,24.98,2015
SONORA,11,26.549999999999997,2015
TABASCO,11,274.07,2015
TAMAULIPAS,11,38.989999999999995,2015
TLAXCALA,11,25.009999999999998,2015
VERACRUZ,11,192.25,2015
YUCATÁN,11,129.93,2015
ZACATECAS,11,16.429999999999996,2015
AGUASCALIENTES,12,23.710000000000004,2015
BAJA CALIFORNIA,12,24.209999999999994,2015
BAJA CALIFORNIA SUR,12,7.049999999999998,2015
CAMPECHE,12,78.83999999999999,2015
COAHUILA,12,6.319999999999998,2015
COLIMA,12,36.64999999999999,2015
CHIAPAS,12,90.61000000000001,2015
CHIHUAHUA,12,7.419999999999999,2015
CIUDAD DE MÉXICO,12,4.079999999999999,2015
DURANGO,12,14.629999999999999,2015
GUANAJUATO,12,9.910000000000002,2015
GUERRERO,12,10.48,2015
HIDALGO,12,9.269999999999998,2015
JALISCO,12,35.279999999999994,2015
ESTADO DE MÉXICO,12,10.229999999999999,2015
MICHOACÁN,12,18.69,2015
MORELOS,12,1.04,2015
NAYARIT,12,66.17999999999999,2015
NUEVO LEÓN,12,3.62,2015
OAXACA,12,21.380000000000003,2015
PUEBLA,12,11.67,2015
QUERÉTARO,12,6.849999999999999,2015
QUINTANA ROO,12,113.86999999999999,2015
SAN LUIS POTOSÍ,12,7.129999999999998,2015
SINALOA,12,40.519999999999996,2015
SONORA,12,7.019999999999998,2015
TABASCO,12,282.58999999999986,2015
TAMAULIPAS,12,5.13,2015
TLAXCALA,12,4.749999999999999,2015
VERACRUZ,12,58.410000000000004,2015
YUCATÁN,12,24.28,2015
ZACATECAS,12,16.74000000000001,2015
AGUASCALIENTES,1,4.419999999999999,2016
BAJA CALIFORNIA,1,44.300000000000004,2016
BAJA CALIFORNIA SUR,1,5.599999999999999,2016
CAMPECHE,1,50.429999999999986,2016
COAHUILA,1,21.64,2016
COLIMA,1,85.64000000000003,2016
CHIAPAS,1,33.93000000000001,2016
CHIHUAHUA,1,5.799999999999999,2016
CIUDAD DE MÉXICO,1,6.71,2016
DURANGO,1,8.26,2016
GUANAJUATO,1,7.429999999999999,2016
GUERRERO,1,22.089999999999996,2016
HIDALGO,1,7.6099999999999985,2016
JALISCO,1,8.42,2016
ESTADO DE MÉXICO,1,14.209999999999997,2016
MICHOACÁN,1,17.03,2016
MORELOS,1,32.37,2016
NAYARIT,1,0.7600000000000001,2016
NUEVO LEÓN,1,29.090000000000007,2016
OAXACA,1,8.819999999999997,2016
PUEBLA,1,27.62,2016
QUERÉTARO,1,5.769999999999999,2016
QUINTANA ROO,1,64.82,2016
SAN LUIS POTOSÍ,1,11.449999999999998,2016
SINALOA,1,1.4900000000000002,2016
SONORA,1,24.210000000000004,2016
TABASCO,1,116.28,2016
TAMAULIPAS,1,25.36000000000001,2016
TLAXCALA,1,11.889999999999999,2016
VERACRUZ,1,29.630000000000006,2016
YUCATÁN,1,32.25,2016
ZACATECAS,1,4.5299999999999985,2016
AGUASCALIENTES,2,9.57,2016
BAJA CALIFORNIA,2,0.09999999999999999,2016
BAJA CALIFORNIA SUR,2,0.25,2016
CAMPECHE,2,33.78,2016
COAHUILA,2,3.0900000000000003,2016
COLIMA,2,0.84,2016
CHIAPAS,2,26.599999999999998,2016
CHIHUAHUA,2,0.54,2016
CIUDAD DE MÉXICO,2,0.8200000000000001,2016
DURANGO,2,3.5500000000000003,2016
GUANAJUATO,2,4.12,2016
GUERRERO,2,1.01,2016
HIDALGO,2,2.3600000000000003,2016
JALISCO,2,4.79,2016
ESTADO DE MÉXICO,2,5.84,2016
MICHOACÁN,2,2.17,2016
MORELOS,2,1.08,2016
NAYARIT,2,0.6400000000000001,2016
NUEVO LEÓN,2,1.54,2016
OAXACA,2,9.139999999999999,2016
PUEBLA,2,5.579999999999999,2016
QUERÉTARO,2,3.27,2016
QUINTANA ROO,2,40.76,2016
SAN LUIS POTOSÍ,2,6.8,2016
SINALOA,2,0.52,2016
SONORA,2,2.0199999999999996,2016
TABASCO,2,80.91000000000001,2016
TAMAULIPAS,2,2.0999999999999996,2016
TLAXCALA,2,1.7500000000000002,2016
VERACRUZ,2,22.499999999999996,2016
YUCATÁN,2,16.470000000000006,2016
ZACATECAS,2,6.88,2016
AGUASCALIENTES,3,12.719999999999999,2016
BAJA CALIFORNIA,3,14.66,2016
BAJA CALIFORNIA SUR,3,8.04,2016
CAMPECHE,3,33.059999999999995,2016
COAHUILA,3,56.33,2016
COLIMA,3,16.520000000000003,2016
CHIAPAS,3,30.010000000000005,2016
CHIHUAHUA,3,7.6,2016
CIUDAD DE MÉXICO,3,27.759999999999998,2016
DURANGO,3,18.680000000000003,2016
GUANAJUATO,3,25.020000000000003,2016
GUERRERO,3,52.50000000000001,2016
HIDALGO,3,16.770000000000003,2016
JALISCO,3,16.12,2016
ESTADO DE MÉXICO,3,37.38999999999999,2016
MICHOACÁN,3,22.76,2016
MORELOS,3,54.540000000000006,2016
NAYARIT,3,29.450000000000003,2016
NUEVO LEÓN,3,47.18,2016
OAXACA,3,45.32,2016
PUEBLA,3,54.15000000000002,2016
QUERÉTARO,3,28.160000000000004,2016
QUINTANA ROO,3,55.84999999999999,2016
SAN LUIS POTOSÍ,3,24.910000000000004,2016
SINALOA,3,11.6,2016
SONORA,3,14.19,2016
TABASCO,3,75.07000000000002,2016
TAMAULIPAS,3,48.349999999999994,2016
TLAXCALA,3,50.57,2016
VERACRUZ,3,38.960000000000015,2016
YUCATÁN,3,47.63000000000001,2016
ZACATECAS,3,17.579999999999995,2016
AGUASCALIENTES,4,1.7200000000000002,2016
BAJA CALIFORNIA,4,13.909999999999998,2016
BAJA CALIFORNIA SUR,4,2.6299999999999994,2016
CAMPECHE,4,19.289999999999996,2016
COAHUILA,4,28.48,2016
COLIMA,4,0.15000000000000002,2016
CHIAPAS,4,28.920000000000005,2016
CHIHUAHUA,4,7.1000000000000005,2016
CIUDAD DE MÉXICO,4,19.009999999999998,2016
DURANGO,4,3.06,2016
GUANAJUATO,4,10.01,2016
GUERRERO,4,9.930000000000001,2016
HIDALGO,4,33.2,2016
JALISCO,4,1.1300000000000001,2016
ESTADO DE MÉXICO,4,18.52,2016
MICHOACÁN,4,3.91,2016
MORELOS,4,47.4,2016
NAYARIT,4,1.11,2016
NUEVO LEÓN,4,45.16,2016
OAXACA,4,19.94,2016
PUEBLA,4,53.88999999999999,2016
QUERÉTARO,4,25.97,2016
QUINTANA ROO,4,52.28000000000001,2016
SAN LUIS POTOSÍ,4,29.66,2016
SINALOA,4,1.5,2016
SONORA,4,3.289999999999999,2016
TABASCO,4,30.599999999999998,2016
TAMAULIPAS,4,52.61000000000001,2016
TLAXCALA,4,34.75,2016
VERACRUZ,4,30.28000000000001,2016
YUCATÁN,4,23.729999999999993,2016
ZACATECAS,4,3.8,2016
AGUASCALIENTES,5,6.329999999999999,2016
BAJA CALIFORNIA,5,2.689999999999999,2016
BAJA CALIFORNIA SUR,5,3.1299999999999994,2016
CAMPECHE,5,61.71000000000001,2016
COAHUILA,5,46.669999999999995,2016
COLIMA,5,5.539999999999999,2016
CHIAPAS,5,143.79999999999995,2016
CHIHUAHUA,5,11.74,2016
CIUDAD DE MÉXICO,5,51.78,2016
DURANGO,5,8.929999999999998,2016
GUANAJUATO,5,42.15999999999999,2016
GUERRERO,5,45.41,2016
HIDALGO,5,49.38,2016
JALISCO,5,19.620000000000008,2016
ESTADO DE MÉXICO,5,76.74000000000001,2016
MICHOACÁN,5,27.14,2016
MORELOS,5,95.16,2016
NAYARIT,5,4.24,2016
NUEVO LEÓN,5,92.99999999999997,2016
OAXACA,5,35.68000000000001,2016
PUEBLA,5,69.53999999999999,2016
QUERÉTARO,5,71.72,2016
QUINTANA ROO,5,27.5,2016
SAN LUIS POTOSÍ,5,63.27000000000001,2016
SINALOA,5,5.2799999999999985,2016
SONORA,5,0.9100000000000003,2016
TABASCO,5,84.03,2016
TAMAULIPAS,5,128.20000000000002,2016
TLAXCALA,5,56.25999999999999,2016
VERACRUZ,5,35.45999999999999,2016
YUCATÁN,5,50.04,2016
ZACATECAS,5,18.200000000000003,2016
AGUASCALIENTES,6,70.97999999999999,2016
BAJA CALIFORNIA,6,9.03,2016
BAJA CALIFORNIA SUR,6,6.490000000000001,2016
CAMPECHE,6,244.85,2016
COAHUILA,6,45.419999999999995,2016
COLIMA,6,158.71,2016
CHIAPAS,6,281.86999999999995,2016
CHIHUAHUA,6,56.8,2016
CIUDAD DE MÉXICO,6,113.01000000000003,2016
DURANGO,6,56.71000000000001,2016
GUANAJUATO,6,104.09,2016
GUERRERO,6,172.19000000000003,2016
HIDALGO,6,130.68,2016
JALISCO,6,171.70000000000002,2016
ESTADO DE MÉXICO,6,169.83000000000004,2016
MICHOACÁN,6,123.83999999999997,2016
MORELOS,6,400.5900000000001,2016
NAYARIT,6,161.46999999999997,2016
NUEVO LEÓN,6,58.0,2016
OAXACA,6,187.63,2016
PUEBLA,6,225.77000000000007,2016
QUERÉTARO,6,132.09,2016
QUINTANA ROO,6,274.03,2016
SAN LUIS POTOSÍ,6,144.50999999999996,2016
SINALOA,6,54.01,2016
SONORA,6,40.919999999999995,2016
TABASCO,6,209.68000000000004,2016
TAMAULIPAS,6,119.82000000000001,2016
TLAXCALA,6,146.56,2016
VERACRUZ,6,206.22999999999993,2016
YUCATÁN,6,169.71999999999997,2016
ZACATECAS,6,72.02,2016
AGUASCALIENTES,7,172.67000000000002,2016
BAJA CALIFORNIA,7,26.139999999999997,2016
BAJA CALIFORNIA SUR,7,23.61,2016
CAMPECHE,7,180.88999999999996,2016
COAHUILA,7,51.18,2016
COLIMA,7,252.18000000000004,2016
CHIAPAS,7,177.8,2016
CHIHUAHUA,7,110.03999999999998,2016
CIUDAD DE MÉXICO,7,131.93,2016
DURANGO,7,104.01999999999998,2016
GUANAJUATO,7,173.01,2016
GUERRERO,7,185.12999999999997,2016
HIDALGO,7,73.49,2016
JALISCO,7,240.06000000000006,2016
ESTADO DE MÉXICO,7,171.23,2016
MICHOACÁN,7,140.51,2016
MORELOS,7,330.45,2016
NAYARIT,7,342.93,2016
NUEVO LEÓN,7,36.43000000000001,2016
OAXACA,7,164.18,2016
PUEBLA,7,174.89000000000001,2016
QUERÉTARO,7,131.06000000000003,2016
QUINTANA ROO,7,94.18000000000002,2016
SAN LUIS POTOSÍ,7,72.00999999999999,2016
SINALOA,7,231.16999999999996,2016
SONORA,7,139.06000000000003,2016
TABASCO,7,152.11000000000004,2016
TAMAULIPAS,7,42.64,2016
TLAXCALA,7,111.20000000000003,2016
VERACRUZ,7,214.82999999999998,2016
YUCATÁN,7,103.85,2016
ZACATECAS,7,119.07999999999998,2016
AGUASCALIENTES,8,193.59,2016
BAJA CALIFORNIA,8,31.009999999999994,2016
BAJA CALIFORNIA SUR,8,54.339999999999996,2016
CAMPECHE,8,173.27000000000004,2016
COAHUILA,8,147.73,2016
COLIMA,8,340.65,2016
CHIAPAS,8,306.74,2016
CHIHUAHUA,8,190.83999999999997,2016
CIUDAD DE MÉXICO,8,128.35999999999999,2016
DURANGO,8,180.36999999999995,2016
GUANAJUATO,8,218.28,2016
GUERRERO,8,189.83999999999997,2016
HIDALGO,8,134.24,2016
JALISCO,8,224.78000000000003,2016
ESTADO DE MÉXICO,8,200.32999999999998,2016
MICHOACÁN,8,172.65,2016
MORELOS,8,386.22999999999996,2016
NAYARIT,8,308.05,2016
NUEVO LEÓN,8,127.94999999999997,2016
OAXACA,8,212.30999999999997,2016
PUEBLA,8,218.53999999999996,2016
QUERÉTARO,8,206.99,2016
QUINTANA ROO,8,211.58,2016
SAN LUIS POTOSÍ,8,139.27,2016
SINALOA,8,229.67,2016
SONORA,8,94.78999999999999,2016
TABASCO,8,260.26000000000005,2016
TAMAULIPAS,8,121.79000000000002,2016
TLAXCALA,8,155.03999999999996,2016
VERACRUZ,8,267.31999999999994,2016
YUCATÁN,8,158.99,2016
ZACATECAS,8,145.67000000000002,2016
AGUASCALIENTES,9,62.04,2016
BAJA CALIFORNIA,9,26.65,2016
BAJA CALIFORNIA SUR,9,79.89000000000003,2016
CAMPECHE,9,202.84000000000006,2016
COAHUILA,9,84.14999999999999,2016
COLIMA,9,314.3600000000001,2016
CHIAPAS,9,314.7199999999999,2016
CHIHUAHUA,9,85.85000000000001,2016
CIUDAD DE MÉXICO,9,113.67,2016
DURANGO,9,82.63000000000002,2016
GUANAJUATO,9,61.480000000000004,2016
GUERRERO,9,239.03999999999996,2016
HIDALGO,9,116.62,2016
JALISCO,9,156.45,2016
ESTADO DE MÉXICO,9,140.42000000000002,2016
MICHOACÁN,9,131.89000000000001,2016
MORELOS,9,322.7900000000001,2016
NAYARIT,9,276.51000000000005,2016
NUEVO LEÓN,9,75.7,2016
OAXACA,9,203.21999999999997,2016
PUEBLA,9,199.98,2016
QUERÉTARO,9,69.24999999999999,2016
QUINTANA ROO,9,130.53,2016
SAN LUIS POTOSÍ,9,97.06000000000002,2016
SINALOA,9,151.11999999999998,2016
SONORA,9,78.08999999999999,2016
TABASCO,9,301.14,2016
TAMAULIPAS,9,82.31999999999998,2016
TLAXCALA,9,112.67999999999999,2016
VERACRUZ,9,255.87,2016
YUCATÁN,9,166.83999999999997,2016
ZACATECAS,9,77.76,2016
AGUASCALIENTES,10,8.729999999999999,2016
BAJA CALIFORNIA,10,0.64,2016
BAJA CALIFORNIA SUR,10,2.57,2016
CAMPECHE,10,81.66,2016
COAHUILA,10,10.769999999999998,2016
COLIMA,10,62.57000000000001,2016
CHIAPAS,10,127.98999999999998,2016
CHIHUAHUA,10,10.309999999999999,2016
CIUDAD DE MÉXICO,10,14.61,2016
DURANGO,10,16.72,2016
GUANAJUATO,10,19.38,2016
GUERRERO,10,36.67999999999999,2016
HIDALGO,10,58.25,2016
JALISCO,10,34.010000000000005,2016
ESTADO DE MÉXICO,10,31.680000000000003,2016
MICHOACÁN,10,39.22,2016
MORELOS,10,49.489999999999995,2016
NAYARIT,10,41.010000000000005,2016
NUEVO LEÓN,10,32.220000000000006,2016
OAXACA,10,44.4,2016
PUEBLA,10,81.16000000000004,2016
QUERÉTARO,10,38.79,2016
